country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","24-03-2026 13:00:00",27.106972,78.000111,NH3,6,6,6
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","24-03-2026 13:00:00",27.19865833,78.00598056,PM10,25,126,75
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","24-03-2026 13:00:00",27.19412,77.96237,PM10,62,174,119
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","24-03-2026 13:00:00",27.19412,77.96237,SO2,13,14,13
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","24-03-2026 13:00:00",17.470431,78.566959,PM2.5,55,85,70
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","24-03-2026 13:00:00",17.470431,78.566959,SO2,8,21,12
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","24-03-2026 13:00:00",17.5316895,78.218939,PM2.5,24,71,54
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","24-03-2026 13:00:00",17.5316895,78.218939,NO2,5,10,6
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","24-03-2026 13:00:00",17.5316895,78.218939,SO2,1,24,10
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","24-03-2026 13:00:00",17.585705,78.126199,CO,26,36,31
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","24-03-2026 13:00:00",17.585705,78.126199,OZONE,16,34,19
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","24-03-2026 13:00:00",17.417094,78.457437,NO2,13,22,20
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","24-03-2026 13:00:00",17.417094,78.457437,OZONE,18,34,22
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","24-03-2026 13:00:00",17.349694,78.451437,PM10,30,124,83
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","24-03-2026 13:00:00",17.544899,78.486949,CO,4,14,9
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","24-03-2026 13:00:00",17.429398,78.569354,PM10,78,84,80
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","24-03-2026 13:00:00",17.4559458,78.4332152,NO2,5,80,29
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","24-03-2026 13:00:00",27.23711,78.01936,PM2.5,28,135,62
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","24-03-2026 13:00:00",26.730136,83.433859,PM2.5,43,91,68
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","24-03-2026 13:00:00",28.557054,77.453663,PM2.5,60,391,244
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","24-03-2026 13:00:00",28.557054,77.453663,SO2,12,18,15
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","24-03-2026 13:00:00",28.725645,77.749675,NO2,3,38,23
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","24-03-2026 13:00:00",28.725645,77.749675,NH3,6,20,10
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","24-03-2026 13:00:00",25.4547,78.6039,PM2.5,22,40,30
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","24-03-2026 13:00:00",26.868120,81.005119,NO2,8,10,9
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","24-03-2026 13:00:00",26.906111,80.948222,CO,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","24-03-2026 13:00:00",26.90723,80.98579,CO,8,14,11
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","24-03-2026 13:00:00",26.90723,80.98579,OZONE,8,32,18
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","24-03-2026 13:00:00",26.8458805,80.9365541,PM10,81,128,108
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","24-03-2026 13:00:00",26.8458805,80.9365541,NH3,13,21,17
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","24-03-2026 13:00:00",26.8458805,80.9365541,SO2,3,16,8
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","24-03-2026 13:00:00",28.359581,79.414455,PM2.5,21,51,38
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","24-03-2026 13:00:00",28.359581,79.414455,PM10,23,54,41
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","24-03-2026 13:00:00",28.359581,79.414455,NO2,2,3,2
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","24-03-2026 13:00:00",28.38910936,79.42963708,PM2.5,14,47,30
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","24-03-2026 13:00:00",28.38910936,79.42963708,SO2,39,41,40
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","24-03-2026 13:00:00",28.38910936,79.42963708,CO,29,45,36
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","24-03-2026 13:00:00",26.509954,80.249612,CO,29,62,48
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","24-03-2026 13:00:00",28.2348927,77.8683002,PM2.5,1,245,62
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","24-03-2026 13:00:00",26.766433,80.927299,PM10,26,122,68
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","24-03-2026 13:00:00",26.766433,80.927299,SO2,14,14,14
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","24-03-2026 13:00:00",28.999264,77.7590354,NO2,94,110,103
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","24-03-2026 13:00:00",28.999264,77.7590354,CO,46,80,69
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","24-03-2026 13:00:00",28.9535882,77.7622941,PM2.5,22,312,147
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","24-03-2026 13:00:00",28.9535882,77.7622941,PM10,42,219,136
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","24-03-2026 13:00:00",28.9535882,77.7622941,CO,21,87,71
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","24-03-2026 13:00:00",28.406963,77.849831,CO,22,82,54
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","24-03-2026 13:00:00",27.168897,78.376960,SO2,3,38,27
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","24-03-2026 13:00:00",28.646233,77.358075,PM2.5,70,342,215
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","24-03-2026 13:00:00",28.757294,77.278792,NH3,2,18,9
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","24-03-2026 13:00:00",28.757294,77.278792,SO2,6,36,20
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","24-03-2026 13:00:00",28.685382,77.453839,SO2,10,36,15
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","24-03-2026 13:00:00",26.428282,80.327067,NO2,27,27,27
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","24-03-2026 13:00:00",27.5714090,77.6557570,NH3,3,8,7
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","24-03-2026 13:00:00",30.269444,78.044167,PM2.5,10,246,95
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","24-03-2026 13:00:00",30.269444,78.044167,CO,4,6,6
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","24-03-2026 13:00:00",29.2124114,78.9611753,PM2.5,NA,NA,NA
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","24-03-2026 13:00:00",29.2124114,78.9611753,SO2,NA,NA,NA
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","24-03-2026 13:00:00",29.2124114,78.9611753,CO,26,34,31
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","24-03-2026 13:00:00",30.075911,78.2859547,NO2,16,26,20
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar","24-03-2026 13:00:00",26.207781,81.245571,SO2,NA,NA,NA
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","24-03-2026 13:00:00",25.3505986,82.9083074,CO,7,22,16
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","24-03-2026 13:00:00",25.301778,82.996789,CO,10,24,14
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","24-03-2026 13:00:00",25.262326,82.995408,NO2,2,2,2
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","24-03-2026 13:00:00",25.262326,82.995408,CO,2,9,6
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","24-03-2026 13:00:00",23.567923,87.306843,PM10,50,100,75
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB","24-03-2026 13:00:00",23.549395,87.300496,NH3,2,4,3
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB","24-03-2026 13:00:00",23.549395,87.300496,CO,14,86,44
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","24-03-2026 13:00:00",22.629801,88.352017,PM10,55,110,78
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","24-03-2026 13:00:00",22.629801,88.352017,NH3,5,7,6
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","24-03-2026 13:00:00",22.629801,88.352017,SO2,8,21,13
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","24-03-2026 13:00:00",28.88528,78.73880,PM10,31,121,84
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","24-03-2026 13:00:00",28.88528,78.73880,SO2,26,31,29
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","24-03-2026 13:00:00",28.856664,78.772638,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","24-03-2026 13:00:00",28.856664,78.772638,SO2,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","24-03-2026 13:00:00",28.849399,78.742362,PM2.5,10,72,48
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","24-03-2026 13:00:00",28.849399,78.742362,CO,17,40,29
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","24-03-2026 13:00:00",29.4723508,77.7194031,PM10,81,201,129
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","24-03-2026 13:00:00",29.4723508,77.7194031,NH3,6,10,8
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","24-03-2026 13:00:00",29.4723508,77.7194031,CO,24,97,49
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","24-03-2026 13:00:00",28.5447608,77.3231257,PM2.5,70,438,273
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","24-03-2026 13:00:00",28.5898,77.3101,SO2,6,35,15
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","24-03-2026 13:00:00",28.569230,77.393848,OZONE,4,41,7
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","24-03-2026 13:00:00",25.494,81.863,PM2.5,23,76,44
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","24-03-2026 13:00:00","25.44919916 ","81.82735986 ",PM10,30,136,54
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","24-03-2026 13:00:00",23.6181830,87.1057180,OZONE,8,68,28
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","24-03-2026 13:00:00",23.616515,87.119133,NH3,3,4,3
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","24-03-2026 13:00:00",28.83526,78.74460,SO2,21,25,22
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","24-03-2026 13:00:00",28.88528,78.73880,PM2.5,17,115,73
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","24-03-2026 13:00:00",22.7605581,88.3617589,NH3,3,5,4
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","24-03-2026 13:00:00",22.554954,88.292568,SO2,11,22,14
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","24-03-2026 13:00:00",22.554954,88.292568,CO,6,34,10
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","24-03-2026 13:00:00",22.6025571,88.3105664,SO2,3,12,6
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","24-03-2026 13:00:00",22.58157048,88.41002457,PM2.5,35,72,52
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","24-03-2026 13:00:00",22.58157048,88.41002457,NH3,5,6,6
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","24-03-2026 13:00:00",22.556640,88.342674,PM10,37,64,44
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","24-03-2026 13:00:00",22.556640,88.342674,SO2,3,26,8
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","24-03-2026 13:00:00",22.49929,88.36917,OZONE,8,40,12
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","24-03-2026 13:00:00",22.627847,88.380669,PM10,47,111,69
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","24-03-2026 13:00:00",22.627847,88.380669,NO2,31,130,61
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","24-03-2026 13:00:00",22.5448082,88.3403691,NO2,NA,NA,NA
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","24-03-2026 13:00:00",22.5448082,88.3403691,OZONE,8,72,33
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","24-03-2026 13:00:00",26.6879226,88.4152495,PM10,35,99,65
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","24-03-2026 13:00:00",26.6879226,88.4152495,OZONE,11,73,30
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-03-2026 13:00:00",25.265194,87.012947,SO2,53,64,58
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-03-2026 13:00:00",25.265194,87.012947,OZONE,4,13,10
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","24-03-2026 13:00:00",25.204762,85.514960,PM2.5,18,72,42
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","24-03-2026 13:00:00",25.204762,85.514960,NH3,3,4,3
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","24-03-2026 13:00:00",25.567520,83.966379,PM10,36,75,58
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","24-03-2026 13:00:00",25.567520,83.966379,SO2,26,37,31
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","24-03-2026 13:00:00",24.7955,84.9994,PM2.5,35,309,142
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","24-03-2026 13:00:00",24.7955,84.9994,OZONE,17,19,18
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","24-03-2026 13:00:00",24.792403,84.992416,NH3,1,2,1
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","24-03-2026 13:00:00",24.792403,84.992416,CO,1,64,10
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","24-03-2026 13:00:00",16.509717,80.612222,SO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","24-03-2026 13:00:00",16.554731,80.649110,PM2.5,43,168,69
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","24-03-2026 13:00:00",16.554731,80.649110,PM10,49,120,67
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","24-03-2026 13:00:00",16.554731,80.649110,CO,22,32,27
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","24-03-2026 13:00:00",26.071318,91.87488,SO2,24,33,32
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","24-03-2026 13:00:00",26.071318,91.87488,CO,19,102,52
India,Assam,Guwahati,"IITG, Guwahati - PCBA","24-03-2026 13:00:00",26.2028636,91.70046436,PM10,18,81,34
India,Assam,Guwahati,"IITG, Guwahati - PCBA","24-03-2026 13:00:00",26.2028636,91.70046436,NO2,1,2,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA","24-03-2026 13:00:00",24.82827,92.79525,PM10,50,73,62
India,Assam,Silchar,"Tarapur, Silchar - PCBA","24-03-2026 13:00:00",24.82827,92.79525,OZONE,2,7,3
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","24-03-2026 13:00:00",26.987634,94.636574,PM2.5,15,34,23
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","24-03-2026 13:00:00",26.987634,94.636574,CO,13,40,22
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","24-03-2026 13:00:00",26.146529,87.454184,PM10,32,197,92
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","24-03-2026 13:00:00",26.146529,87.454184,NH3,5,12,6
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","24-03-2026 13:00:00",25.5626095,84.663264,PM10,45,123,61
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","24-03-2026 13:00:00",25.5626095,84.663264,NO2,4,9,7
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","24-03-2026 13:00:00",13.204880,79.097889,SO2,13,18,14
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","24-03-2026 13:00:00",16.711754,81.092095,NO2,10,31,20
India,Andhra_Pradesh,Eluru,"District Court, Eluru - APPCB","24-03-2026 13:00:00",16.711754,81.092095,SO2,8,13,12
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","24-03-2026 13:00:00",16.316553,80.413302,NO2,14,19,16
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB","24-03-2026 13:00:00",16.316553,80.413302,NH3,5,7,6
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","24-03-2026 13:00:00",14.465052,78.824187,PM2.5,48,80,58
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","24-03-2026 13:00:00",14.465052,78.824187,OZONE,17,26,24
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","24-03-2026 13:00:00",24.75746,84.366208,CO,101,103,102
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","24-03-2026 13:00:00",25.42742023,86.13886079,SO2,19,34,25
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","24-03-2026 13:00:00",26.80365,84.51954,NH3,1,1,1
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","24-03-2026 13:00:00",26.80365,84.51954,CO,28,48,36
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","24-03-2026 13:00:00",25.265194,87.012947,PM10,45,51,48
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2026 13:00:00",16.5150833,80.5181667,NO2,7,12,9
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2026 13:00:00",16.5150833,80.5181667,NH3,2,2,2
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","24-03-2026 13:00:00",16.5150833,80.5181667,OZONE,1,54,20
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","24-03-2026 13:00:00",14.675886,77.593027,NO2,16,25,18
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","24-03-2026 13:00:00",13.204880,79.097889,PM10,43,72,52
India,Assam,Guwahati,"IITG, Guwahati - PCBA","24-03-2026 13:00:00",26.2028636,91.70046436,OZONE,1,34,10
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","24-03-2026 13:00:00",26.10887,91.589544,PM2.5,56,128,85
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","24-03-2026 13:00:00",26.181742,91.78063,NO2,3,4,3
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","24-03-2026 13:00:00",26.446912,91.439057,PM10,61,123,89
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","24-03-2026 13:00:00",16.186555,81.13219,PM10,41,65,48
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB","24-03-2026 13:00:00",16.186555,81.13219,SO2,8,18,14
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-03-2026 13:00:00",16.9872867,81.7363176,SO2,5,12,9
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-03-2026 13:00:00",16.9872867,81.7363176,CO,13,40,29
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","24-03-2026 13:00:00",25.697189,85.245900,NO2,23,43,31
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","24-03-2026 13:00:00",26.0881305,87.93840336,PM2.5,32,90,58
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","24-03-2026 13:00:00",26.0881305,87.93840336,NH3,3,3,3
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","24-03-2026 13:00:00",13.615387,79.409230,PM10,46,56,50
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","24-03-2026 13:00:00",16.486692,80.699436,NO2,15,19,16
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","24-03-2026 13:00:00",16.486692,80.699436,SO2,16,24,18
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","24-03-2026 13:00:00",22.348441,82.549611,SO2,1,11,6
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","24-03-2026 13:00:00",22.348441,82.549611,OZONE,2,45,4
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","24-03-2026 13:00:00",22.126650,83.483212,PM10,37,149,78
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","24-03-2026 13:00:00",22.1910172,83.5197009,PM10,34,143,71
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","24-03-2026 13:00:00",22.1910172,83.5197009,CO,8,58,37
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","24-03-2026 13:00:00",21.258815,81.578979,PM2.5,27,58,39
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","24-03-2026 13:00:00",25.859655,85.77944,OZONE,7,10,8
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","24-03-2026 13:00:00",26.2271665,84.3570427,CO,38,115,114
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","24-03-2026 13:00:00",26.2271665,84.3570427,OZONE,13,14,14
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","24-03-2026 13:00:00",30.735567,76.775714,PM2.5,38,170,101
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","24-03-2026 13:00:00",30.735567,76.775714,NH3,11,19,15
India,Bihar,Munger,"Town Hall, Munger - BSPCB","24-03-2026 13:00:00",25.376776,86.471523,SO2,14,124,77
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","24-03-2026 13:00:00",26.11442,85.39813,CO,7,65,29
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","24-03-2026 13:00:00",26.1403345,85.3650192,PM10,45,69,64
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","24-03-2026 13:00:00",26.1403345,85.3650192,CO,46,64,52
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","24-03-2026 13:00:00",26.1403345,85.3650192,OZONE,22,55,29
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","24-03-2026 13:00:00",25.586562,85.043586,PM2.5,53,98,76
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","24-03-2026 13:00:00",25.586562,85.043586,NO2,47,54,50
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","24-03-2026 13:00:00",25.586562,85.043586,NH3,10,12,11
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","24-03-2026 13:00:00",25.592539,85.227158,OZONE,20,94,44
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","24-03-2026 13:00:00",25.610369,85.132568,OZONE,47,49,48
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","24-03-2026 13:00:00",30.719859,76.738637,PM2.5,22,90,52
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","24-03-2026 13:00:00",30.719859,76.738637,PM10,29,105,59
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","24-03-2026 13:00:00",21.194815,81.314770,NH3,1,2,1
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","24-03-2026 13:00:00",21.194815,81.314770,CO,19,40,34
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","24-03-2026 13:00:00",27.308328,84.531742,PM10,54,153,73
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","24-03-2026 13:00:00",26.63086,84.90051,NO2,10,15,12
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","24-03-2026 13:00:00",26.63086,84.90051,SO2,2,3,3
India,Bihar,Patna,"Muradpur, Patna - BSPCB","24-03-2026 13:00:00",25.619651,85.147382,CO,4,110,26
India,Bihar,Patna,"Samanpura, Patna - BSPCB","24-03-2026 13:00:00",25.596727,85.085624,PM2.5,34,132,77
India,Bihar,Patna,"Samanpura, Patna - BSPCB","24-03-2026 13:00:00",25.596727,85.085624,NO2,31,56,38
India,Bihar,Patna,"Samanpura, Patna - BSPCB","24-03-2026 13:00:00",25.596727,85.085624,NH3,10,16,12
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","24-03-2026 13:00:00",21.185571,81.343175,PM2.5,9,47,25
